customer_id,invoice_id,list_of_goods
2088,1106461,"['pokemon shield', 'white wine', 'butter', 'cider', 'megaman zero 3', 'pokemon sword', 'pokemon violet', 'iPad', 'burger sauce', 'phone car charger', 'portal 2', 'herb & pepper']"
8412,4822714,"['pokemon shield', 'megaman zero 2', 'metroid fusion', 'yogurt cake', 'pokemon sword', 'pokemon violet', 'dessert wine', 'samsung galaxy 10']"
7434,8379313,"['pokemon shield', 'cake', 'fromage blanc', 'metroid fusion', 'oil', 'ketchup', 'metroid prime']"
6259,11871884,"['white wine', 'megaman zero', 'green beans', 'pokemon sword', 'meatballs', 'beats headphones', 'cookies', 'metroid prime', 'protein bar']"
7704,603429,"['bramble', 'pokemon shield', 'phone charger', 'mint green tea', 'tomatoes', 'pokemon violet', 'ratchet & clank 3', 'airpods', 'half-life 2', 'pokemon scarlet', 'final fantasy XXII', 'cookies', 'samsung galaxy 10', 'energy drink']"
9116,10386099,"['pokemon shield', 'cider', 'vacuum cleaner', 'pokemon violet', 'iPad', 'samsung galaxy 10']"
60,7078879,"['pokemon shield', 'napkins', 'bluetooth headphones', 'hot dogs', 'candy bars', 'oil', 'final fantasy XXII', 'metroid prime']"
2327,9470369,"['pokemon shield', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'champagne', 'airpods', 'portal 2', 'muffins', 'metroid prime']"
10074,6454335,"['pokemon shield', 'white wine', 'vacuum cleaner', 'metroid fusion', 'pokemon sword', 'minecraft', 'iMac', 'hot dogs', 'ratchet & clank 3', 'iPad', 'pokemon scarlet']"
2277,926852,"['pokemon shield', 'toilet paper', 'final fantasy XIX', 'bluetooth headphones', 'pokemon sword', 'iphone 8', 'pokemon violet', 'ratchet & clank', 'oil', 'pokemon scarlet']"
9,3011023,"['pokemon shield', 'flax seed', 'cake', 'burgers', 'final fantasy XIX', 'ground beef', 'minecraft', 'iMac', 'pokemon sword', 'ratchet & clank', 'samsung galaxy 10']"
4644,3302164,"['pokemon shield', 'pancakes', 'google tablet', 'green beans', 'vacuum cleaner', 'french fries', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'yams', 'hot dogs', 'iphone 8', 'iPad', 'barbecue sauce', 'green tea', 'carrots']"
22,6350457,"['pokemon shield', 'trout', 'half-life: alyx', 'cider', 'body spray', 'minecraft', 'pokemon sword', 'salad', 'samsung galaxy 10', 'tea', 'laptop']"
3447,6118592,"['fresh bread', 'burgers', 'cider', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'beats headphones', 'ratchet & clank 3', 'pokemon scarlet', 'ketchup', 'metroid prime']"
6319,10900811,"['almonds', 'fresh bread', 'cider', 'megaman zero 3', 'pokemon sword', 'pokemon violet', 'iPad', 'metroid prime']"
6072,7759307,"['final fantasy XXII', 'pokemon sword', 'laptop', 'vegetables mix']"
1243,8610804,"['pokemon shield', 'whole wheat rice', 'cider', 'megaman zero 2', 'corn', 'pokemon sword', 'frozen vegetables', 'ratchet & clank', 'megaman zero 4', 'salt', 'pokemon scarlet', 'razor', 'chicken']"
4563,2569095,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'cider', 'chutney', 'pokemon sword', 'shrimp', 'pokemon violet', 'yams', 'ratchet & clank', 'ratchet & clank 3', 'airpods', 'oil', 'pokemon scarlet', 'samsung galaxy 10']"
4243,11387647,"['ratchet & clank 2', 'black tea', 'half-life: alyx', 'pokemon sword', 'airpods', 'samsung galaxy 10', 'metroid prime']"
9004,5646111,"['white wine', 'tomatoes', 'portal', 'pokemon sword', 'ratchet & clank', 'melons', 'black beer', 'laptop']"
2331,6023547,"['bramble', 'half-life: alyx', 'pokemon sword', 'mashed potato', 'ratchet & clank', 'hot dogs', 'pokemon violet']"
10318,7218818,"['pokemon shield', 'avocado', 'sparkling water', 'bluetooth headphones', 'pokemon sword', 'iMac']"
8320,6135056,"['seabass', 'pokemon shield', 'canned_tuna', 'ground beef', 'pokemon sword', 'iMac', 'iPad', 'airpods', 'final fantasy XX', 'black beer']"
8378,6317858,"['white wine', 'megaman zero', 'metroid fusion', 'sandwich', 'corn', 'pokemon sword', 'cottage cheese']"
4563,2165766,"['white wine', 'cake', 'burgers', 'cider', 'sandwich', 'cooking oil', 'pokemon violet', 'hot dogs', 'burger sauce', 'strawberries']"
3676,6960276,"['pokemon shield', 'google tablet', 'half-life: alyx', 'final fantasy XIX', 'cider', 'megaman zero 3', 'cotton buds', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'half-life 2', 'pokemon scarlet']"
2453,3172791,"['pokemon shield', 'ratchet & clank 2', 'bacon', 'portal', 'bluetooth headphones', 'corn', 'pokemon sword', 'shallot', 'airpods', 'oil', 'pokemon scarlet']"
774,1879524,"['pokemon shield', 'white wine', 'google tablet', 'phone charger', 'cider', 'minecraft', 'frozen vegetables', 'mashed potato', 'ratchet & clank', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'airpods', 'final fantasy XX']"
9142,4336155,"['pokemon shield', 'white wine', 'eggs', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'energy bar', 'metroid prime']"
3881,9387193,"['pokemon scarlet', 'spaghetti', 'deodorant', 'iphone 8', 'shallot', 'nonfat milk', 'phone car charger', 'portal 2', 'samsung galaxy 10', 'metroid prime']"
4984,2980944,"['pokemon shield', 'white wine', 'google tablet', 'tomatoes', 'megaman zero', 'spaghetti', 'half-life: alyx', 'napkins', 'megaman zero 3', 'pokemon sword', 'iphone 8', 'ratchet & clank', 'samsung galaxy 10', 'antioxydant juice', 'strong cheese']"
3617,1544524,"['pet food', 'pokemon shield', 'white wine', 'half-life: alyx', 'burgers', 'razor', 'pokemon sword', 'milk', 'airpods', 'soda', 'phone charger', 'samsung galaxy 10', 'eggplant']"
7104,7699334,"['seabass', 'white wine', 'pokemon sword', 'frozen vegetables', 'pokemon violet', 'yams', 'cookies', 'muffins', 'strong cheese']"
5991,2564015,"['pokemon shield', 'tomato juice', 'google tablet', 'cake', 'eggs', 'cider', 'sparkling water', 'pokemon sword', 'mashed potato', 'ratchet & clank', 'beats headphones', 'pokemon scarlet', 'metroid prime', 'strawberries']"
4372,78999,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'grated cheese', 'blueberries', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'hot dogs', 'pokemon scarlet', 'phone charger']"
4900,11934718,"['pokemon shield', 'white wine', 'pancakes', 'french fries', 'ground beef', 'pokemon sword', 'pokemon violet', 'hand protein bar', 'iPad', 'pokemon scarlet']"
6202,6682078,"['pokemon shield', 'tomato juice', 'cider', 'ratchet & clank', 'half-life 2', 'pokemon scarlet', 'mint', 'final fantasy XX']"
4960,11022407,"['pokemon shield', 'white wine', 'megaman zero 2', 'metroid fusion', 'pokemon sword', 'hand protein bar', 'iPad', 'pokemon scarlet', 'samsung galaxy 10', 'laptop']"
7552,7832637,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'pancakes', 'parmesan cheese', 'blueberries', 'cider', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'yams', 'gluten free bar', 'pepper']"
6225,5514606,"['pokemon shield', 'eggs', 'light cream', 'half-life: alyx', 'pokemon sword', 'ratchet & clank 3', 'black beer', 'ketchup']"
7556,4453372,"['white wine', 'pokemon sword', 'pokemon violet', 'candy bars', 'final fantasy XX', 'samsung galaxy 10']"
2073,1757158,"['pokemon shield', 'strong cheese', 'trout', 'green beans', 'pokemon sword', 'pokemon violet', 'asparagus', 'candy bars', 'fresh tuna', 'pokemon scarlet', 'phone charger', 'muffins', 'metroid prime']"
9278,4760929,"['bramble', 'pokemon shield', 'soup', 'white wine', 'chocolate bread', 'green beans', 'megaman zero 3', 'yogurt cake', 'pokemon sword', 'metroid prime', 'pokemon violet', 'mashed potato', 'ratchet & clank 3', 'airpods', 'oil', 'antioxydant juice']"
5248,1321523,"['pokemon shield', 'white wine', 'corn', 'hand protein bar', 'dessert wine', 'melons', 'samsung galaxy 10']"
7336,2446446,"['pokemon shield', 'tomato juice', 'ratchet & clank 2', 'white wine', 'fresh bread', 'olive oil', 'cider', 'pokemon sword', 'beats headphones', 'ratchet & clank 3']"
6196,10209248,"['pet food', 'white wine', 'google tablet', 'half-life: alyx', 'final fantasy XIX', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'airpods', 'phone charger']"
8388,11724307,"['white wine', 'ratchet & clank 2', 'cider', 'pokemon sword', 'pokemon violet', 'samsung galaxy 10', 'metroid prime']"
1472,3233014,"['white wine', 'ratchet & clank 2', 'mint green tea', 'green beans', 'ground beef', 'frozen vegetables', 'yams', 'green grapes', 'oil', 'metroid prime']"
10094,10555676,"['white wine', 'tomatoes', 'cologne', 'pokemon sword', 'ratchet & clank', 'yams', 'shampoo', 'green tea', 'laptop']"
10446,6831893,"['pokemon shield', 'ratchet & clank 2', 'green tea', 'avocado', 'black beer', 'bluetooth headphones', 'pokemon sword', 'mashed potato', 'ratchet & clank', 'pokemon violet', 'honey', 'pokemon scarlet', 'samsung galaxy 10']"
10044,8879313,"['pokemon shield', 'sparkling water', 'portal', 'pokemon sword', 'water spray', 'salad', 'ratchet & clank 3', 'iPad', 'nonfat milk', 'pokemon scarlet']"
42,10938105,"['pokemon shield', 'tomato juice', 'ratchet & clank 2', 'google tablet', 'napkins', 'whole wheat rice', 'portal', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'pokemon scarlet', 'cottage cheese', 'metroid prime']"
6259,5316701,"['white wine', 'portal', 'pokemon sword', 'pokemon violet', 'whole wheat pasta', 'beats headphones', 'pasta', 'green grapes', 'protein bar']"
10185,3965730,"['soup', 'cake', 'olive oil', 'whole weat flour', 'yogurt cake', 'cooking oil', 'soda', 'oil', 'cream']"
4150,228394,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'megaman zero', 'blueberries', 'cider', 'chutney', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'half-life 2', 'pokemon scarlet', 'protein bar']"
5031,10276657,"['pokemon shield', 'white wine', 'strong cheese', 'parmesan cheese', 'pokemon sword', 'pokemon violet', 'hot dogs', 'gums', 'airpods', 'pokemon scarlet', 'phone charger', 'metroid prime', 'energy bar']"
9239,10061589,"['beer', 'pokemon shield', 'megaman zero', 'tomatoes', 'cider', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'final fantasy XX', 'metroid prime']"
10318,10664203,"['pokemon shield', 'green beans', 'frozen smoothie', 'sparkling water', 'bluetooth headphones', 'cooking oil', 'pokemon sword', 'ratchet & clank 3', 'airpods', 'samsung galaxy 10']"
2033,6404783,"['flax seed', 'mineral water', 'metroid fusion', 'pokemon sword', 'ratchet & clank', 'beats headphones', 'pokemon scarlet', 'black beer', 'metroid prime']"
6322,7714738,"['pokemon scarlet', 'vacuum cleaner', 'portal', 'pokemon sword', 'pokemon violet', 'asparagus', 'hot dogs', 'phone car charger', 'phone charger']"
496,4689696,"['ratchet & clank 2', 'shower gel', 'pokemon sword', 'pokemon violet', 'gums', 'iPad', 'cream', 'metroid prime']"
9120,8238906,"['chicken', 'pokemon shield', 'google tablet', 'ratchet & clank 2', 'trout', 'green tea', 'cider', 'pokemon sword', 'pokemon violet', 'yams', 'chili', 'pokemon scarlet', 'cauliflower']"
5888,8922487,"['light cream', 'half-life: alyx', 'pokemon sword', 'champagne', 'airpods', 'pokemon scarlet']"
2206,7932141,"['pokemon shield', 'white wine', 'burgers', 'frozen smoothie', 'megaman zero 3', 'sparkling water', 'pokemon sword', 'pokemon violet', 'hot dogs', 'vegetables mix', 'pokemon scarlet']"
8257,6281862,"['toilet paper', 'napkins', 'mint green tea', 'light cream', 'cider', 'ham', 'sandwich', 'bluetooth headphones', 'pokemon sword', 'whole weat flour', 'pokemon violet', 'pokemon scarlet', 'herb & pepper', 'carrots']"
8825,10230202,"['tomato juice', 'white wine', 'avocado', 'metroid fusion', 'megaman zero 3', 'pokemon sword', 'pokemon scarlet', 'cottage cheese', 'metroid prime']"
686,4997472,"['beer', 'pancakes', 'avocado', 'pokemon sword', 'ratchet & clank', 'ratchet & clank 3', 'iPad', 'pokemon scarlet', 'tea', 'ketchup']"
9970,6517750,"['ratchet & clank 2', 'google tablet', 'chocolate', 'metroid fusion', 'pokemon sword', 'hand protein bar', 'ratchet & clank', 'pokemon scarlet', 'cottage cheese', 'cream', 'metroid prime', 'energy bar']"
8530,94785,"['pokemon shield', 'chocolate bread', 'chocolate', 'corn', 'pokemon sword', 'gums', 'iPad', 'beats headphones', 'pokemon scarlet']"
4404,3758233,"['tomato sauce', 'metroid fusion', 'pokemon sword', 'cotton buds', 'whole wheat pasta', 'phone car charger', 'tooth brush', 'toothpaste']"
10169,6813828,"['white wine', 'cider', 'pokemon sword', 'pokemon violet', 'rice', 'oil', 'babies food']"
3736,3836911,"['soup', 'pokemon shield', 'ratchet & clank 2', 'spaghetti', 'iMac', 'whole wheat pasta', 'ratchet & clank', 'salad', 'shallot', 'ratchet & clank 3', 'candy bars', 'airpods', 'samsung galaxy 10']"
2415,4239360,"['pokemon shield', 'google tablet', 'tomatoes', 'ratchet & clank 2', 'sparkling water', 'body spray', 'pokemon scarlet']"
2157,4853276,"['white wine', 'megaman zero', 'sandwich', 'pokemon sword', 'mashed potato', 'hot dogs', 'airpods', 'green grapes', 'herb & pepper', 'carrots']"
2649,8082440,"['pokemon shield', 'megaman zero 2', 'iphone 8', 'pokemon violet', 'cauliflower']"
9065,6909450,"['grated cheese', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'champagne', 'fresh tuna', 'pokemon scarlet', 'phone charger']"
6156,5153190,"['corn', 'bluetooth headphones', 'minecraft', 'mashed potato', 'ratchet & clank', 'yams', 'chili', 'catfish', 'strong cheese']"
10342,155496,"['pokemon shield', 'ratchet & clank 2', 'cake', 'google tablet', 'green beans', 'cauliflower', 'frozen smoothie', 'pokemon sword', 'iMac', 'airpods', 'pokemon scarlet', 'tea', 'red wine']"
8336,2963309,"['pokemon shield', 'white wine', 'green beans', 'final fantasy XIX', 'pokemon sword', 'half-life 2', 'pokemon scarlet', 'portal 2', 'phone charger', 'final fantasy XXII']"
810,4883314,"['chicken', 'pokemon shield', 'ratchet & clank 2', 'sparkling water', 'pokemon sword', 'iMac', 'iphone 8', 'ratchet & clank', 'pokemon violet', 'low fat yogurt', 'hand protein bar', 'pokemon scarlet', 'samsung galaxy 10', 'metroid prime']"
10071,11456831,"['pokemon shield', 'white wine', 'cider', 'ground beef', 'pokemon sword', 'iMac', 'pokemon violet', 'asparagus', 'iPad', 'nonfat milk', 'pokemon scarlet', 'strawberries']"
7298,12092408,"['white wine', 'google tablet', 'burgers', 'cologne', 'pokemon sword', 'pokemon violet', 'burger sauce', 'tea']"
7948,229367,"['cake', 'half-life: alyx', 'final fantasy XIX', 'cider', 'megaman zero 2', 'pokemon sword', 'shrimp', 'ratchet & clank', 'shallot', 'pokemon scarlet', 'metroid prime']"
8264,7978657,"['seabass', 'pokemon shield', 'chocolate bread', 'burgers', 'pokemon sword', 'ratchet & clank', 'salad', 'asparagus', 'light mayo']"
7552,7104464,"['cake', 'green beans', 'sandwich', 'pokemon sword', 'mashed potato', 'yams', 'milk', 'salt', 'pokemon scarlet', 'phone charger', 'cookies', 'final fantasy XXII']"
2277,1395074,"['pokemon shield', 'eggs', 'ratchet & clank 2', 'burgers', 'metroid fusion', 'minecraft', 'iMac', 'iphone 8', 'ratchet & clank', 'mashed potato', 'pokemon sword', 'light mayo', 'phone charger']"
699,8671152,"['white wine', 'megaman zero 2', 'pokemon sword', 'water spray', 'honey', 'champagne', 'pokemon scarlet', 'tea', 'muffins']"
1867,9643628,"['pokemon shield', 'flax seed', 'cake', 'google tablet', 'pokemon sword', 'mashed potato', 'pokemon violet', 'salmon']"
6991,10234947,"['pokemon shield', 'cider', 'metroid fusion', 'sparkling water', 'pokemon sword', 'iPad', 'cream', 'metroid prime']"
699,8895265,"['pokemon shield', 'flax seed', 'ratchet & clank 2', 'extra dark chocolate', 'cider', 'metroid fusion', 'pokemon sword', 'asparagus', 'ratchet & clank', 'candy bars', 'honey', 'beats headphones', 'pokemon scarlet', 'green tea']"
9459,1388453,"['pokemon shield', 'pokemon sword', 'shrimp', 'iphone 8', 'pokemon violet', 'minecraft', 'airpods', 'mint', 'escalope', 'metroid prime', 'protein bar']"
9278,7234475,"['pokemon shield', 'tomato juice', 'mint green tea', 'metroid fusion', 'pokemon sword', 'ratchet & clank', 'metroid prime']"
4492,2331155,"['pokemon shield', 'white wine', 'grated cheese', 'burgers', 'bluetooth headphones', 'pokemon sword', 'metroid prime', 'hand protein bar', 'mayonnaise', 'carrots']"
2369,3486186,"['pokemon shield', 'ratchet & clank 2', 'cider', 'pokemon sword', 'pokemon violet', 'brownies', 'pokemon scarlet', 'tea']"
6486,6580346,"['soup', 'final fantasy XIX', 'cider', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'gluten free bar', 'gums', 'ratchet & clank 3', 'airpods', 'pokemon scarlet']"
10450,4806429,"['pokemon shield', 'tomato juice', 'ratchet & clank 2', 'cider', 'bluetooth headphones', 'yogurt cake', 'pokemon sword', 'shrimp', 'pokemon violet', 'ratchet & clank', 'gums', 'ratchet & clank 3', 'pokemon scarlet', 'phone charger', 'tooth brush']"
6302,493233,"['pokemon shield', 'megaman zero', 'cider', 'pokemon sword', 'laptop']"
4677,383171,"['soup', 'napkins', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'yams', 'half-life 2', 'pokemon scarlet', 'samsung galaxy 10', 'muffins', 'strong cheese']"
9364,2729643,"['pokemon shield', 'cake', 'body spray', 'pokemon sword', 'ratchet & clank 3', 'beats headphones']"
4875,5137610,"['pokemon shield', 'ratchet & clank 2', 'megaman zero', 'megaman zero 3', 'megaman zero 2', 'pokemon sword', 'shrimp', 'pokemon violet', 'meatballs', 'pokemon scarlet', 'black beer']"
7469,2232627,"['pokemon shield', 'white wine', 'megaman zero', 'cider', 'megaman zero 3', 'portal', 'cooking oil', 'pokemon sword', 'body spray', 'pokemon violet']"
2415,3207546,"['pokemon shield', 'pokemon sword', 'zucchini', 'pokemon violet', 'asparagus', 'hot dogs', 'iPad', 'samsung galaxy 10', 'carrots']"
10252,5324930,"['white wine', 'ratchet & clank 2', 'bluetooth headphones', 'pokemon sword', 'yams', 'airpods', 'shampoo', 'metroid prime']"
1098,7291680,"['pet food', 'white wine', 'pokemon sword', 'pokemon violet', 'metroid prime', 'turkey', 'water spray', 'beats headphones', 'energy drink']"
657,9284849,"['ratchet & clank', 'soup', 'cider', 'pokemon sword']"
8241,1234711,"['pokemon shield', 'ratchet & clank 2', 'frozen smoothie', 'sandwich', 'pokemon sword', 'pokemon violet', 'iphone 8', 'protein bar']"
10074,199081,"['bramble', 'pokemon shield', 'final fantasy XIX', 'cider', 'metroid fusion', 'bluetooth headphones', 'vacuum cleaner', 'pokemon sword', 'pokemon violet', 'champagne', 'pokemon scarlet', 'cauliflower']"
9698,4116766,"['pokemon sword', 'burger sauce', 'phone charger', 'samsung galaxy 10', 'escalope']"
9856,2043920,"['megaman zero 2', 'pokemon sword', 'pokemon violet', 'salad', 'airpods', 'soda', 'chili', 'phone charger', 'tooth brush', 'toothpaste']"
3831,544086,"['pokemon shield', 'ratchet & clank 2', 'megaman zero', 'google tablet', 'chocolate bread', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'phone charger', 'french wine']"
6193,8014103,"['pokemon shield', 'white wine', 'google tablet', 'final fantasy XIX', 'metroid fusion', 'pokemon sword', 'energy drink', 'pokemon violet', 'metroid prime', 'oil', 'catfish', 'babies food']"
1736,7517611,"['pokemon shield', 'white wine', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'hand protein bar', 'shallot', 'chili', 'pokemon scarlet', 'carrots']"
1521,9462577,"['pokemon shield', 'google tablet', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'honey', 'pokemon scarlet', 'final fantasy XXII', 'herb & pepper', 'red wine']"
3544,3613312,"['napkins', 'light cream', 'pokemon sword', 'pokemon violet', 'asparagus', 'water spray', 'low fat yogurt', 'ratchet & clank 3', 'champagne', 'nonfat milk', 'samsung galaxy 10']"
8388,465922,"['google tablet', 'olive oil', 'black tea', 'pokemon sword', 'iphone 8', 'pokemon violet', 'ratchet & clank', 'ratchet & clank 3', 'burger sauce', 'pokemon scarlet', 'final fantasy XX']"
8272,1677821,"['ratchet & clank 2', 'megaman zero', 'whole wheat rice', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'asparagus', 'pokemon scarlet', 'metroid prime']"
4797,5162862,"['avocado', 'frozen smoothie', 'bluetooth headphones', 'yogurt cake', 'pokemon sword', 'cooking oil', 'ratchet & clank', 'green grapes', 'protein bar']"
5908,11059116,"['pokemon shield', 'ratchet & clank 2', 'half-life: alyx', 'portal', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'beats headphones', 'pokemon scarlet', 'black beer', 'metroid prime']"
8336,3260802,"['pokemon shield', 'soup', 'ratchet & clank 2', 'cider', 'corn', 'pokemon sword', 'pokemon violet', 'gums', 'phone car charger', 'metroid prime']"
3211,7065714,"['metroid fusion', 'white wine', 'pokemon sword', 'pokemon violet']"
4894,3471421,"['cider', 'sandwich', 'pokemon sword', 'oil']"
3580,11699955,"['pokemon shield', 'google tablet', 'metroid fusion', 'pokemon sword', 'iMac', 'ratchet & clank 3', 'soda', 'oil']"
8773,5408636,"['pokemon shield', 'mint green tea', 'avocado', 'black beer', 'bluetooth headphones', 'pokemon sword', 'shallot', 'pokemon scarlet', 'green tea']"
4435,11120138,"['pokemon shield', 'white wine', 'google tablet', 'cider', 'bluetooth headphones', 'pokemon sword', 'ratchet & clank 3', 'light mayo', 'candy bars', 'energy drink', 'eggplant']"
1429,11141742,"['cider', 'portal', 'bluetooth headphones', 'body spray', 'pokemon sword', 'metroid prime']"
857,11965362,"['avocado', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'ratchet & clank']"
6971,7855864,"['pokemon shield', 'white wine', 'google tablet', 'tomatoes', 'chocolate', 'cider', 'pokemon sword', 'phone car charger', 'pokemon violet', 'iPad', 'half-life 2', 'pokemon scarlet', 'final fantasy XXII', 'tooth brush', 'muffins']"
10233,6038201,"['white wine', 'cider', 'bluetooth headphones', 'pokemon sword', 'iMac', 'ratchet & clank', 'ratchet & clank 3', 'megaman zero 4', 'cauliflower', 'laptop']"
6618,6702798,"['seabass', 'canned_tuna', 'burgers', 'half-life: alyx', 'cider', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'gums', 'burger sauce', 'pokemon scarlet', 'samsung galaxy 10']"
6332,6487435,"['pokemon shield', 'google tablet', 'mint green tea', 'tomato sauce', 'final fantasy XIX', 'corn', 'pokemon sword', 'salmon', 'pokemon scarlet', 'laptop']"
2123,3649539,"['pokemon shield', 'green beans', 'cider', 'megaman zero 3', 'ham', 'pokemon sword', 'pokemon violet', 'mashed potato', 'whole wheat pasta', 'low fat yogurt', 'black beer']"
10071,6421012,"['tomato juice', 'google tablet', 'blueberries', 'bluetooth headphones', 'cooking oil', 'pokemon sword', 'pokemon violet', 'pokemon scarlet']"
4150,2340633,"['white wine', 'laptop', 'light cream', 'whole wheat rice', 'cider', 'bluetooth headphones', 'pokemon sword', 'energy drink', 'pokemon violet', 'ratchet & clank', 'water spray', 'megaman zero 4', 'half-life 2', 'metroid prime']"
10185,5157704,"['pokemon shield', 'ratchet & clank 2', 'metroid fusion', 'sparkling water', 'minecraft', 'pokemon sword', 'metroid prime', 'pokemon violet', 'airpods', 'laptop']"
10312,6361979,"['pokemon shield', 'white wine', 'mint green tea', 'vacuum cleaner', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'airpods', 'pokemon scarlet', 'samsung galaxy 10']"
8165,4963121,"['flax seed', 'chocolate bread', 'megaman zero 2', 'sparkling water', 'pokemon sword', 'ratchet & clank', 'water spray', 'burger sauce']"
10169,2007895,"['tomato juice', 'google tablet', 'megaman zero', 'cider', 'pokemon sword', 'phone car charger', 'pokemon violet', 'pokemon scarlet', 'mint', 'green tea']"
206,7266643,"['pet food', 'pokemon scarlet', 'tomato juice', 'google tablet', 'parmesan cheese', 'burgers', 'final fantasy XIX', 'megaman zero 3', 'sandwich', 'french fries', 'pokemon sword', 'iMac', 'iphone 8', 'ratchet & clank', 'brownies', 'phone car charger', 'mayonnaise']"
3102,4798417,"['pokemon shield', 'napkins', 'chocolate bread', 'ham', 'megaman zero 2', 'bluetooth headphones', 'megaman zero 3', 'pokemon violet', 'ratchet & clank', 'iPad', 'light mayo', 'pokemon scarlet', 'escalope']"
2680,7368384,"['pokemon shield', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'fresh tuna', 'french wine', 'antioxydant juice', 'toothpaste']"
5300,12224840,"['flax seed', 'white wine', 'ratchet & clank 2', 'pokemon shield', 'half-life: alyx', 'pokemon sword', 'pokemon violet', 'yams', 'metroid prime']"
6754,6962778,"['white wine', 'ratchet & clank 2', 'fromage blanc', 'google tablet', 'megaman zero 3', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'meatballs', 'shallot', 'phone charger', 'samsung galaxy 10']"
778,5170310,"['spinach', 'ratchet & clank 2', 'pokemon sword', 'pokemon violet', 'iPad', 'candy bars', 'muffins']"
2706,2536926,"['pokemon shield', 'google tablet', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'yams', 'asparagus', 'champagne', 'airpods', 'pokemon scarlet', 'phone charger', 'samsung galaxy 10', 'laptop']"
7598,8402800,"['pokemon shield', 'white wine', 'parmesan cheese', 'final fantasy XIX', 'pokemon sword', 'cotton buds', 'pokemon violet', 'ratchet & clank', 'salt', 'cereals']"
9078,1832420,"['pokemon shield', 'ratchet & clank 2', 'megaman zero', 'cider', 'frozen smoothie', 'pokemon sword', 'frozen vegetables', 'pokemon violet', 'asparagus', 'yams', 'gluten free bar', 'iPad', 'ratchet & clank 3', 'pokemon scarlet', 'metroid prime']"
3587,9401079,"['white wine', 'strong cheese', 'half-life: alyx', 'frozen smoothie', 'metroid fusion', 'mineral water', 'ground beef', 'pokemon sword', 'whole wheat pasta', 'asparagus', 'pokemon scarlet', 'metroid prime']"
5311,11412665,"['spaghetti', 'metroid fusion', 'bluetooth headphones', 'cooking oil', 'pokemon sword', 'french fries', 'milk', 'hot dogs', 'airpods', 'cream', 'metroid prime']"
3557,9368409,"['pokemon shield', 'toilet paper', 'ratchet & clank 2', 'half-life: alyx', 'cider', 'pokemon sword', 'pokemon violet', 'gluten free bar', 'mayonnaise', 'pokemon scarlet', 'phone charger']"
6172,10445863,"['pokemon shield', 'green beans', 'metroid fusion', 'sparkling water', 'minecraft', 'pokemon violet', 'pokemon scarlet', 'final fantasy XXII', 'metroid prime']"
9818,7668960,"['pokemon shield', 'canned_tuna', 'burgers', 'vacuum cleaner', 'megaman zero 3', 'french fries', 'pokemon sword', 'cotton buds', 'pokemon violet', 'mashed potato', 'candy bars', 'airpods', 'samsung galaxy 10']"
8497,8665980,"['pokemon shield', 'burgers', 'cider', 'pokemon sword', 'hot dogs', 'ratchet & clank 3', 'champagne', 'barbecue sauce', 'half-life 2', 'salmon', 'samsung galaxy 10', 'muffins']"
5542,10033378,"['pokemon shield', 'burgers', 'yogurt cake', 'pokemon sword', 'airpods', 'melons', 'samsung galaxy 10']"
4865,12157870,"['metroid fusion', 'bluetooth headphones', 'pokemon sword', 'ratchet & clank', 'ratchet & clank 3', 'pokemon scarlet', 'metroid prime']"
382,9314750,"['pokemon shield', 'cider', 'pokemon sword', 'minecraft', 'pokemon violet']"
5016,6177140,"['white wine', 'ham', 'pokemon violet', 'salmon', 'pokemon scarlet', 'samsung galaxy 10']"
